-75	0	350	6.074 	-0.263 	0.934 
-75	0	300	5.662 	-0.142 	1.251 
-75	0	275	5.235 	-0.053 	1.463 
-75	0	250	4.857 	-0.007 	1.728 
-75	0	225	4.054 	0.039 	1.864 
-75	0	210	3.709 	0.046 	1.829 
-75	0	200	3.385 	0.051 	1.691 
-75	0	175	2.676 	0.039 	1.210 
-75	0	150	2.245 	0.044 	0.609 
-75	0	100	1.604 	0.042 	-0.225 
-75	0	50	0.964 	0.028 	-0.690 
-75	0	12.5	-1.090 	0.030 	-0.459 
-75	0	5	-1.762 	0.022 	-0.112 
-25	0	350	5.861 	-0.002 	0.475 
-25	0	300	5.506 	-0.027 	0.842 
-25	0	275	5.154 	0.014 	1.176 
-25	0	250	4.687 	0.035 	1.709 
-25	0	225	3.754 	0.046 	2.531 
-25	0	210	2.359 	0.055 	3.508 
0	0	350	6.266 	-0.058 	1.008 
0	0	300	5.938 	0.048 	1.549 
0	0	275	5.757 	0.053 	1.945 
0	0	250	5.530 	0.047 	2.494 
0	0	225	4.863 	0.048 	2.474 
0	0	210	-0.241 	0.015 	0.297 
25	0	350	5.973 	-0.204 	0.464 
25	0	300	5.773 	-0.044 	0.825 
25	0	275	5.615 	0.057 	1.106 
25	0	250	5.362 	0.073 	1.366 
25	0	225	1.838 	0.084 	0.443 
25	0	210	-0.659 	0.078 	0.889 
50	0	350	6.204 	-0.282 	0.370 
50	0	300	6.015 	-0.264 	0.734 
50	0	275	5.923 	-0.270 	0.978 
50	0	250	5.210 	-0.240 	0.950 
50	0	225	1.291 	-0.180 	0.510 
50	0	210	-0.024 	-0.177 	0.804 
50	0	200	-0.315 	-0.138 	1.004 
50	0	175	-0.390 	-0.025 	1.110 
50	0	150	-0.456 	-0.025 	1.006 
50	0	100	-0.548 	0.046 	0.727 
50	0	50	-0.720 	0.063 	0.389 
50	0	12.5	-0.797 	0.082 	0.212 
50	0	5	-0.444 	0.098 	0.099 
100	0	350	6.493 	-0.172 	0.739 
100	0	300	6.394 	-0.177 	1.045 
100	0	275	6.096 	-0.137 	1.163 
100	0	250	4.236 	-0.142 	0.848 
100	0	225	1.343 	-0.154 	0.735 
100	0	210	0.327 	-0.110 	0.921 
100	0	200	-0.191 	-0.031 	0.985 
100	0	175	-0.800 	-0.023 	1.187 
100	0	150	-1.065 	0.033 	1.174 
100	0	100	-1.336 	0.074 	0.950 
100	0	50	-1.515 	0.045 	0.676 
100	0	12.5	-1.654 	0.059 	0.402 
100	0	5	-1.640 	0.067 	0.321 
200	0	350	6.368 	0.044 	0.311 
200	0	300	5.998 	0.049 	0.285 
200	0	275	5.177 	0.023 	0.142 
200	0	250	3.442 	-0.035 	-0.010 
200	0	225	1.383 	-0.064 	-0.028 
200	0	210	0.437 	-0.012 	0.063 
200	0	200	-0.004 	0.043 	0.091 
200	0	175	-0.760 	0.078 	0.346 
200	0	150	-1.257 	0.138 	0.471 
200	0	100	-1.624 	0.152 	0.782 
200	0	50	-1.677 	0.164 	0.688 
200	0	12.5	-1.901 	0.169 	0.392 
200	0	5	-2.085 	0.123 	0.325 
300	0	350	6.106 	0.009 	0.066 
300	0	300	5.496 	0.043 	-0.120 
300	0	275	4.533 	0.013 	-0.292 
300	0	250	3.241 	0.007 	-0.310 
300	0	225	1.881 	0.020 	-0.361 
300	0	210	1.246 	0.084 	-0.321 
300	0	200	0.848 	0.158 	-0.280 
300	0	175	0.129 	0.202 	-0.151 
300	0	150	-0.202 	0.315 	0.075 
300	0	100	-0.711 	0.494 	0.361 
300	0	50	-0.895 	0.592 	0.441 
300	0	12.5	-1.167 	0.628 	0.328 
300	0	5	-1.343 	0.677 	0.258 
400	0	350	5.883 	0.021 	-0.004 
400	0	300	5.107 	0.217 	-0.202 
400	0	275	4.393 	0.138 	-0.314 
400	0	250	3.390 	0.208 	-0.365 
400	0	225	2.440 	0.142 	-0.375 
400	0	210	1.920 	0.256 	-0.373 
400	0	200	1.601 	0.305 	-0.260 
400	0	175	1.081 	0.356 	-0.207 
400	0	150	0.798 	0.453 	-0.142 
400	0	100	0.471 	0.532 	0.118 
400	0	50	0.124 	0.622 	0.248 
400	0	12.5	-0.139 	0.704 	0.243 
400	0	5	-0.208 	0.720 	0.232 
550	0	350	5.647 	0.200 	-0.006 
550	0	300	4.964 	0.250 	-0.085 
550	0	275	4.305 	0.241 	-0.152 
550	0	250	3.860 	0.299 	-0.224 
550	0	225	3.226 	0.309 	-0.221 
550	0	210	2.988 	0.417 	-0.208 
550	0	200	2.770 	0.489 	-0.263 
550	0	175	2.420 	0.520 	-0.204 
550	0	150	2.077 	0.536 	-0.182 
550	0	100	1.670 	0.564 	0.016 
550	0	50	1.394 	0.659 	0.068 
550	0	12.5	1.050 	0.664 	0.150 
550	0	5	1.003 	0.687 	0.171 
